"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
athf_t27_type,athf_form3_if_needed_treatments_2130,"Trial #27",dropdown,"Trial Type: ","1, Monotherapy|2, Augmentation|3, ECT|4, rTMS|5, Psychotherapy",,autocomplete,,,,"[athf_t27_addtrial] = '1'",y,,,,,
athf_t27_mon_medname,athf_form3_if_needed_treatments_2130,,dropdown,Medication,"1, Alprazolam (Xanax)|2, Amitriptyline (Elavil, Endep)|3, Amoxapine (Ascendin)|4, Aripiprazole (Abilify)|64, Asenapine (Saphris)|5, Brexpiprazole (Rexulti)|65, Bromazepam (Lexotan)|6, Bupropion (Wellbutrin)|7, Buspirone (Buspar)|8, Carbamazepine (Tegretol)|66, Cariprazine (Vraylar)|9, Citalopram (Celexa)|10, Clomipramine (Anafranil)|11, Clonazepam (Klonopin, Rivotril)|12, Clonidine (Catapres)|67, Chloprothixene (Taractan)|68, Chlordiazepoxide (Librium)|69, Chlorpromazine (Thorazine)|70, Clobazam (Onfi, Frisium, Urbanol)|71, Clorazepate (Tranxene, Tranxilium)|72, Clozapine (Clozaril)|13, D-amphetamine (Dexedrine)|14, Desipramine (Norpramine, Pertofrane)|15, Desvenlafaxine (Pristiq)|73, Diazepam (Valium)|16, Diphenhydramine (Benadryl)|17, Divalproex (Depakote)|18, Doxepin (Sinequan, Adapin)|19, Duloxetine (Cymbalta)|20, Escitalopram (Lexapro, Cipralex)|74, Estazolam (ProSom, Nuctalon)|21, Estrogen|62, Fenfluramine|22, Fluoxetine (Prozac)|75, Fluphenazine (Prolixin, Permitil)|76, Fluphenazine decanoate|77, Flurazepam (Dalmadorm, Dalmane)|23, Fluvoxamine (Luvox)|24, Gabapentin (Neurontin)|78, Halazepam (Paxipam)|79, Haloperidol (Haldol)|80, Haloperidol decanoate|81, Iloperidone (Fanapt)|25, Imipramine (Tofranil)|26, Isocarboxazid (Marplan)|27, Lamotrigine (Lamictal)|28, Levomilnacipran (Fetzima)|29, Lithium (Li)|82, Lorazepam (Ativan)|83, Loxapine (Loxitane)|30, L-tryptophan,|31, Lurasidone (Latuda)|32, Maprotiline (Ludiomil)|84, Mesoridazine (Serentil)|33, Methylphenidate (Ritalin)|85, Midazolam (Versed)|34, Mirtazapine (Remeron)|35, Moclobemide|86, Molindone (Moban)|36, Nefazodone (Serzone)|87, Nitrazepam (Mogadon)|37, Nomifensine|38, Nortriptyline (NT -- Pamelor, Aventyl)|39, Olanzapine  (Zyprexa)|88, Oxazepam (Serax)|89, Paliperidone (Invega)|40, Paroxetine (Paxil)|41, Pemoline (Cylert)|90, Perphenazine (Trilafon)|42, Phenelzine (Nardil)|63, Phototherapy|91, Pimozide (Orap)|92, Pregabalin (Lyrica)|93, Prochlorperazine (Compazine)|43, Protriptyline (Vivactil)|94, Quazepam (Doral)|44, Quetiapine (Seroquel)|45, Ramelteon (Rozerem)|95, Risperidone (Risperdal)|96, Risperidone Consta (Risperdal Consta)|46, SAMe|47, Selegiline (Eldepryl)|48, Selegiline Patch (Emsam)|49, Sertraline (Zoloft)|97, Sulpiride|50, St. John Wort's|98, Temazepam (Restoril)|99, Thioridazine (Mellaril)|100, Thiothixene (Navane)|51, Thyroid hormones (Cytomel, Synthroid, etc.), 101, Topiramate (Topamax)|52, Tranylcypromine (Parnate)|53, Trazodone (Desyrel)|54, Trazodone ER (Olpetro)|102, Triazolam (Halcion)|103, Trifluoperazine (Stelazine)|55, Trimipramine (Surmontil)|56, Valproic acid (Depakene)|57, Venlafaxine (Effexor)|58, Vilazodone (Viibryd)|59, Vortioxetine (Brintellix, Trintellix)|104, Ziprasidone (Geodon)|60, Zolpidem (Ambien)|61, Zopiclone (Imovane)",,autocomplete,,,,"[athf_t27_type] = '1'",y,,,,,
athf_t27_mon_dosage,athf_form3_if_needed_treatments_2130,,text,"[athf_t27_mon_medname] Dosage",,"in mg/day",number,0,,,"[athf_t27_mon_medname] <> """"",y,,,,,
athf_t27_mon_duration,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Duration","1, <  4 weeks|2,",,autocomplete,,,,"[athf_t27_mon_medname] <> """"",y,,,,,
athf_t27_mon_ha_dosedrug_1,athf_form3_if_needed_treatments_2130,,radio,"Is data on [athf_t27_mon_medname] being taken by dosage or by drug level?","0, Dosage|1, Drug Level",,,,,,"[athf_t27_mon_medname] = '2' or [athf_t27_mon_medname] = '14' or [athf_t27_mon_medname] = '25' or [athf_t27_mon_medname] = '10' or [athf_t27_mon_medname] = '55' or [athf_t27_mon_medname] = '32' or [athf_t27_mon_medname] = '18' or [athf_t27_mon_medname] = '37'",y,,,,,
athf_t27_mon_ha_dose_1,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, any drug  <   4 wks OR any drug <  50  mg/day (1)|2, 4 wks or more and 50 - 99 mg/day  (2)|3, 4 wks or more and 100 - 149 mg/day (3)|4, 4 wks or more and 150 mg/day or greater (4)",,autocomplete,,,,"[athf_t27_mon_ha_dosedrug_1] = '0'",y,,,,,
athf_t27_mon_ha_drug_1,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Drug Level Information ","3, 4 wks or more and DMI level 125 ng/ml or greater (4)|4, 4 wks ore more and IMI + DMI 225 ng/ml or greater (4)",,autocomplete,,,,"[athf_t27_mon_ha_dosedrug_1] = '1'",y,,,,,
athf_t27_mon_ha_dosedrug_2,athf_form3_if_needed_treatments_2130,,radio,"Is data on [athf_t27_mon_medname] being taken by dosage or by drug level?","0, Dosage|1, Drug Level",,,,,,"[athf_t27_mon_medname] = '38'",y,,,,,
athf_t27_mon_ha_dose_2,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, NT <   4 wks (1)|2, 4 wks or more and level  <  50 ng/ml (2)|3, 4 wks or more and level 50 - 79 ng/ml or > 150 ng/ml (3)|4, 4 wks or more and level 80 - 150 ng/ml (4)",,autocomplete,,,,"[athf_t27_mon_ha_dosedrug_2] = '0'",y,,,,,
athf_t27_mon_ha_drug_2,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Drug Level Information ","0, NT <  4 wks OR 4 wks or more and NT <  25 mg/day (1)|2, 4 wks or more and NT 25 - 49 mg/day (2)|3, 4 wks or more and NT 50 - 74 mg/day or > 125 mg/day (3)|4, 4 wks or more and NT 75 - 125 mg/day (4)",,autocomplete,,,,"[athf_t27_mon_ha_dosedrug_2] = '1'",y,,,,,
athf_t27_mon_ha_3,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug  <   4 wks OR 4 wks or more and dosage  <   20 mg/day (1)|2, 4 wks or more and dosage 20 - 29 mg/day (2)|3, 4 wks or more and dosage 30 - 39 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '43'",y,,,,,
athf_t27_mon_ad_1,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  150 mg/day (1)|2, 4 wks or more and dosage 150 - 299 mg/day (2)|3, 4 wks or more and dosage 300 - 499 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '53' OR [athf_t27_mon_medname] = '54' OR [athf_t27_mon_medname] = '3'",y,,,,,
athf_t27_mon_ad_2,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage  <  150 mg/day (1)|2, 4 wks or more and dosage 150 - 299 mg/day (2)|3, 4 wks or more and dosage 300 - 599 mg/day (3)|4, 4 wks or more and dosage 600 mg/day or greater (4)",,autocomplete,,,,"[athf_t27_mon_medname] = '36'",y,,,,,
athf_t27_mon_ad_3,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage 1 - 9 mg/day (1)|2, 4 wks or more and dosage 10 - 19 mg/day (2)|3, 4 wks or more and dosage 20 - 39 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '22' OR [athf_t27_mon_medname] = '40'",y,,,,,
athf_t27_mon_ad_4,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  150 mg/day (1)|2, 4 wks or more and dosage 150 - 299 mg/day (2)|3, 4 wks or more and dosage 300 - 449 mg/day (4)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '6'",y,,,,,
athf_t27_mon_ad_5,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks  OR 4 wks or more and dosage <  100 mg/day (1)|2, 4 wks or more and dosage 100 - 199 mg/day (2)|3, 4 wks or more and dosage 200 - 299 mg/day (3)|4, 4 wks or more and dosage 300 mg/day or greater (4)",,autocomplete,,,,"[athf_t27_mon_medname] = '23'",y,,,,,
athf_t27_mon_ad_6,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug  <   4 wks OR 4 wks or more and dosage  <   25 mg/day (1)|2, 4 wks or more and dosage 25 - 49 mg/day (2)|3, 4 wks or more and dosage 50 - 149 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '49'",y,,,,,
athf_t27_mon_ad_7,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  75 mg/day (1)|2, 4 wks or more and dosage 75 - 149 mg/day (2)|3, 4 wks or more and dosage 150 - 299 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '57'",y,,,,,
athf_t27_mon_ad_8,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  10 mg/day (1)|2, 4 wks or more and dosage 10 - 19 mg/day (2)|3, 4 wks or more and dosage 20 - 39 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '9'",y,,,,,
athf_t27_mon_ad_9,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  15 mg/day (1)|2, 4 wks or more and dosage 15 - 29 mg/day (2)|3, 4 wks or more and dosage 30 - 44 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '34'",y,,,,,
athf_t27_mon_ad_10,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  30 mg/day (1)|2, 4 wks or more and dosage 30 - 39 mg/day (3)|3, 4 wks or more and dosage 40 - 59 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '19'",y,,,,,
athf_t27_mon_ad_11,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  10 mg/day (1)|3, 4 wks or more and dosage 10 - 19 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '20'",y,,,,,
athf_t27_mon_ad_12,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  50 mg/day (1)|2, NA (2)|3, 4 wks or more and dosage 50 -99 (3)|4, 4 wks or more",,autocomplete,,,,"[athf_t27_mon_medname] = '15'",y,,,,,
athf_t27_mon_ad_13,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  10 mg/day (1)|2, 4 wks or more and dosage 10-39 mg/day (2)|3, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '58'",y,,,,,
athf_t27_mon_ad_14,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  5mg/day (1)|1, 4 wks or more dosage 5mg - 9 mg/day (1)|2, 4 wks or more and dosage 10-19 mg/day (2)|3, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '59'",y,,,,,
athf_t27_mon_ad_15,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  20mg (1)|2, 4 wks or more dosage 20mg - 39mg/day (2)|3, 4 wks or more and dosage 40 - 79mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '28'",y,,,,,
athf_t27_mon_maoi_1,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  30 mg/day (1)|2, 4 wks or more and dosage 30 - 59 mg/day (2)|3, 4 wks or more and dosage 60 - 89 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '42'",y,,,,,
athf_t27_mon_maoi_2,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  150 mg/day (1)|2, 4 wks or more and dosage 150 - 299 mg/day (2)|3, 4 wks or more and dosage 300 - 599 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '35'",y,,,,,
athf_t27_mon_maoi_3a,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  20 mg/day (1)|2, 4 wks or more and dosage 20 - 39 mg/day (2)|3, 4 wks or more and dosage 40 - 59 mg/day (3)|4, 4 wks or more and dosage 60 mg/day or greater (4)",,autocomplete,,,,"[athf_t27_mon_medname] = '47'",y,,,,,
athf_t27_mon_maoi_3b,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks (1)|3, 4 wks or more and dosage 6 or 9 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '48'",y,,,,,
athf_t27_mon_maoi_4,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  20 mg/day (1)|2, 4 wks or more and dosage 20 - 39 mg/day (2)|3, 4 wks or more and dosage 40 - 59 mg/day (3)|4, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '52'",y,,,,,
athf_t27_mon_lith,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, drug <  4 wks (1)|2, 4 wks or more  (2)",,autocomplete,,,,"[athf_t27_mon_medname] = '29'",y,,,,,
athf_t27_mon_ac_1,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, <  4 wks OR 4 wks or more and level <  6 mcg/ml (1)|2, 4 wks or more (2)",,autocomplete,,,,"[athf_t27_mon_medname] = '27'",y,,,,,
athf_t27_mon_benz_1,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, <  4 wks (1)|2, 4 wks or more (2)",,autocomplete,,,,"[athf_t27_mon_medname] = '1'",y,,,,,
athf_t27_mon_ap_1,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  150 mg/day (1)|2, 4 wks or more and dosage 150-299 mg/day (2)|3, 4 wks or more and dosage 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '44'",y,,,,,
athf_t27_mon_ap_4,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  20mg/day (1)|2, 4 wks or more and dosage",,autocomplete,,,,"[athf_t27_mon_medname] = '31'",y,,,,,
athf_t27_mon_misc_4,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, Less than 4 weeks (any dosage) (1)|2, 4 weeks or more (any dosage) (2)",,autocomplete,,,,"[athf_t27_mon_medname] = '50'",y,,,,,
athf_t27_mon_other,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_mon_medname] Dosage Information ","0, any dosage for any duration (1)",,autocomplete,,,,"[athf_t27_mon_medname] = '46' or [athf_t27_mon_medname] = '63' or [athf_t27_mon_medname] = '12' or [athf_t27_mon_medname] = '30' or [athf_t27_mon_medname] = '51' or [athf_t27_mon_medname] = '21' or [athf_t27_mon_medname] = '62' or [athf_t27_mon_medname] = '13' or [athf_t27_mon_medname] = '33' or [athf_t27_mon_medname] = '41' or [athf_t27_mon_medname] = '5' or [athf_t27_mon_medname] = '64' or [athf_t27_mon_medname] = '66' or [athf_t27_mon_medname] = '67' or [athf_t27_mon_medname] = '69' or [athf_t27_mon_medname] = '72' or [athf_t27_mon_medname] = '75' or [athf_t27_mon_medname] = '76' or [athf_t27_mon_medname] = '79' or [athf_t27_mon_medname] = '80' or [athf_t27_mon_medname] = '81' or [athf_t27_mon_medname] = '83' or [athf_t27_mon_medname] = '84' or [athf_t27_mon_medname] = '86' or [athf_t27_mon_medname] = '89' or [athf_t27_mon_medname] = '90' or [athf_t27_mon_medname] = '91' or [athf_t27_mon_medname] = '93' or [athf_t27_mon_medname] = '95' or [athf_t27_mon_medname] = '96' or [athf_t27_mon_medname] = '97' or [athf_t27_mon_medname] = '99' or [athf_t27_mon_medname] = '100' or [athf_t27_mon_medname] = '103' or [athf_t27_mon_medname] = '104' or [athf_t27_mon_medname] = '39' or [athf_t27_mon_medname] = '4' or  [athf_t27_mon_medname] = '7' or [athf_t27_mon_medname] = '60' or [athf_t27_mon_medname] = '61' or [athf_t27_mon_medname] = '16' or [athf_t27_mon_medname] = '45' or [athf_t27_mon_medname] = '65' or [athf_t27_mon_medname] = '68' or [athf_t27_mon_medname] = '70' or [athf_t27_mon_medname] = '71' or [athf_t27_mon_medname] = '73' or [athf_t27_mon_medname] = '74' or [athf_t27_mon_medname] = '77' or [athf_t27_mon_medname] = '75' or [athf_t27_mon_medname] = '82' or [athf_t27_mon_medname] = '85' or [athf_t27_mon_medname] = '87' or [athf_t27_mon_medname] = '88' or [athf_t27_mon_medname] = '94' or [athf_t27_mon_medname] = '98' or [athf_t27_mon_medname] = '102' or [athf_t27_mon_medname] = '11' or [athf_t27_mon_medname] = '56' or [athf_t27_mon_medname] = '17' or [athf_t27_mon_medname] = '8' or [athf_t27_mon_medname] = '24' or [athf_t27_mon_medname] = '92' or [athf_t27_mon_medname] = '101'",y,,,,,
athf_t27_aug_yesno,athf_form3_if_needed_treatments_2130,,yesno,"Show Instructions/Notes for Augmentation Therapy?",,,,,,,"[athf_t27_type] = '2'",,,,,,
athf_t27_aug_warning,athf_form3_if_needed_treatments_2130,,descriptive,"
<font size=4><b><u><font color=brown>Augmentation Therapy 
</font size=4></b></u></font color=brown>
Some patients will have taken medications that qualify as a combination/ augmentation trial.  
1) In general, an antidepressant monotherapy trial will precede the addition of an augmentation agent. The antidepressant monotherapy trial should be rated alone.   
2) Only specified antipsychotics <font color=brown> (i.e., aripiprazole, quetiapine, olanzapine, brexiprazole) </font color=brown> and lithium are considered augmenting agents.
3) <u>DO NOT </u> rate the antipsychotic or lithium trials alone (unless they were taken alone --i.e., without an antidepressant). Instead, input both the antidepressant and the augmentation agent as a standalone trial with the duration that the two medications were taken together at their maximum doses.  
4) In the scenario where an antidepressant and an eligible augmentation agent were started at the same time, rate the augmentation trial only and do not rate the antidepressant alone.  
5) If two antidepressants are taken in combination this does not constitute an augmentation trial and each antidepressant should be rated alone (i.e., a patient taking venlafaxine and mirtazapine together is considered to have received two separate antidepressant trials). 
6) If <font color=brown>ECT</font color=brown> and medications are given simultaneously, <u>this does not constitute a combination/augmentation trial. </u>  Each should be rated separately.
7) If  <font color=brown>rTMS </font color=brown> and medications are given simultaneously, <u>this does not constitute a combination/augmentation trial. </u>  Each should be rated separately.
8) If medication and <font color=brown> psychotherapy</font color=brown> occurred together rate each alone. <u>This does not constitute an augmentation trial.</u>
9) Combination of antidepressant with <font color=brown>lamotrigine</font color=brown> <u>does not constitute an augmentation trial.</u>
10) Combination of antidepressant with <font color=brown> lurasidone </font color=brown> <u>does not constitute an augmentation trial.</u>",,,,,,,"[athf_t27_aug_yesno] = '1'",,,,,,
athf_t27_aug_agent,athf_form3_if_needed_treatments_2130,,dropdown,"Augmentation Agent:","1, Lithium|2, Quetiapine (Seroquel)|3, Aripiprazole (Abilify)|4, Olanzapine|5, Brexpiprazole (Rexulti)",,autocomplete,,,,"[athf_t27_type] = '2'",y,,,,,
athf_t27_aug_agent_dose,athf_form3_if_needed_treatments_2130,,text,"[athf_t27_aug_agent] Dose",,"in mg/day",number,,,,"[athf_t27_aug_agent] <> ''",y,,,,,
athf_t27_aug_agent_duration,athf_form3_if_needed_treatments_2130,,dropdown,"[athf_t27_aug_agent] Duration","1, <  4 weeks|2,",,autocomplete,,,,"[athf_t27_aug_agent] <> ''",y,,,,,
athf_t27_aug_lithium,athf_form3_if_needed_treatments_2130,,radio,"[athf_t27_aug_agent] Dosage and ATHF Score","1, antidepressant drugs rated level 3 or 4, AND Li for <  4 wks (1)|4, antidepressant drugs rated level 3 AND Li for at least 4 wks (4)|5, antidepressant drugs rated level 4 AND Li for at least 4 wks (5)",,,,,,"[athf_t27_aug_agent] = '1'",y,,,,,
athf_t27_aug_quetiapine,athf_form3_if_needed_treatments_2130,,radio,"[athf_t27_aug_agent] Dosage and ATHF Score","1, antidepressant drugs rated level 3 or 4 AND quetiapine for <  4 wks (1)|4, antidepressant drugs rated level 3 AND quetiapine",,,,,,"[athf_t27_aug_agent] = '2'",y,,,,,
athf_t27_aug_aripi,athf_form3_if_needed_treatments_2130,,radio,"[athf_t27_aug_agent] Dosage and ATHF Score","1, antidepressant drugs rated level 3 or 4 AND aripiprazole for <  4 wks (1)|4, antidepressant drugs rated level 3 AND aripiprazole",,,,,,"[athf_t27_aug_agent] = '3'",y,,,,,
